176.000,75.000,47.000,102.000
175.463,77.005,46.074,99.990
170.000,78.000,47.000,102.000
170.528,80.975,47.945,104.050
169.046,81.929,48.908,106.142
167.554,83.862,49.891,108.275
162.801,86.398,49.397,107.203
161.288,87.455,48.424,105.091
158.765,84.490,47.470,103.020
157.288,81.455,48.424,105.091
150.528,77.975,47.945,104.050
148.046,75.929,48.908,106.142
145.554,75.862,49.891,108.275
144.305,73.321,50.390,109.358
139.305,69.321,50.390,109.358
138.801,67.398,49.397,107.203
136.305,62.321,50.390,109.358
136.801,62.398,49.397,107.203
135.288,59.455,48.424,105.091
134.801,56.398,49.397,107.203
133.554,54.862,49.891,108.275
130.801,56.398,49.397,107.203
132.305,62.321,50.390,109.358
131.801,66.398,49.397,107.203
131.305,71.321,50.390,109.358
132.801,76.398,49.397,107.203
133.288,76.455,48.424,105.091
134.528,73.975,47.945,104.050
135.765,67.490,47.470,103.020
134.288,57.455,48.424,105.091
128.528,49.975,47.945,104.050
131.046,41.929,48.908,106.142
121.554,48.862,49.891,108.275
124.046,51.929,48.908,106.142
128.528,51.975,47.945,104.050
127.000,54.000,47.000,102.000
130.233,57.505,46.535,100.990
130.000,56.000,47.000,102.000
130.463,66.005,46.074,99.990
130.000,66.000,47.000,102.000
126.528,63.975,47.945,104.050
126.765,64.490,47.470,103.020
131.000,76.000,47.000,102.000
130.765,80.490,47.470,103.020
131.528,78.975,47.945,104.050
131.765,79.490,47.470,103.020
132.288,72.455,48.424,105.091
130.801,69.398,49.397,107.203
131.288,68.455,48.424,105.091
132.046,66.929,48.908,106.142
130.046,67.929,48.908,106.142
128.528,68.975,47.945,104.050
126.046,72.929,48.908,106.142
125.554,72.862,49.891,108.275
126.053,71.774,50.894,110.451
128.053,71.774,50.894,110.451
128.798,71.222,51.403,111.556
129.305,68.321,50.390,109.358
131.305,66.321,50.390,109.358
132.053,66.774,50.894,110.451
133.554,66.862,49.891,108.275
134.305,63.321,50.390,109.358
139.801,56.398,49.397,107.203
142.288,53.455,48.424,105.091
144.046,49.929,48.908,106.142
148.801,47.398,49.397,107.203
156.046,46.929,48.908,106.142
158.528,45.975,47.945,104.050
160.288,45.455,48.424,105.091
160.801,45.398,49.397,107.203
162.801,44.398,49.397,107.203
163.554,43.862,49.891,108.275
164.554,41.862,49.891,108.275
166.053,40.774,50.894,110.451
170.305,45.321,50.390,109.358
171.798,44.222,51.403,111.556
172.541,48.664,51.917,112.671
174.282,50.101,52.436,113.798
174.755,62.957,53.490,116.086
175.020,64.532,52.961,114.936
175.755,63.957,53.490,116.086
177.217,60.791,54.566,118.419
176.944,52.198,55.111,119.603
178.391,43.996,56.219,122.007
178.391,43.996,56.219,122.007
177.669,45.600,55.662,120.799
174.944,45.198,55.111,119.603
173.944,48.198,55.111,119.603
173.487,46.377,54.025,117.246
167.944,46.198,55.111,119.603
160.944,40.198,55.111,119.603
164.487,49.377,54.025,117.246
164.755,43.957,53.490,116.086
164.020,46.532,52.961,114.936
164.282,47.101,52.436,113.798
164.541,48.664,51.917,112.671
164.541,49.664,51.917,112.671
163.020,47.532,52.961,114.936
163.282,51.101,52.436,113.798
163.020,54.532,52.961,114.936
164.541,56.664,51.917,112.671
164.541,61.664,51.917,112.671
164.020,61.532,52.961,114.936
163.487,60.377,54.025,117.246
159.944,57.198,55.111,119.603
154.487,54.377,54.025,117.246
149.755,47.957,53.490,116.086
147.755,43.957,53.490,116.086
143.755,38.957,53.490,116.086
143.282,39.101,52.436,113.798
136.755,34.957,53.490,116.086
137.217,32.791,54.566,118.419
134.944,35.198,55.111,119.603
134.487,38.377,54.025,117.246
133.944,47.198,55.111,119.603
134.487,56.377,54.025,117.246
133.944,59.198,55.111,119.603
136.669,59.600,55.662,120.799
136.944,56.198,55.111,119.603
137.217,48.791,54.566,118.419
135.669,38.600,55.662,120.799
132.109,31.386,56.781,123.227
128.391,27.996,56.219,122.007
127.826,26.770,57.349,124.459
125.826,26.770,57.349,124.459
126.391,30.996,56.219,122.007
126.391,33.996,56.219,122.007
126.944,38.198,55.111,119.603
127.487,41.377,54.025,117.246
127.020,44.532,52.961,114.936
127.541,56.664,51.917,112.671
128.053,60.774,50.894,110.451
128.554,66.862,49.891,108.275
128.305,70.321,50.390,109.358
130.798,69.222,51.403,111.556
131.541,68.664,51.917,112.671
133.282,65.101,52.436,113.798
136.020,61.532,52.961,114.936
138.487,54.377,54.025,117.246
140.944,54.198,55.111,119.603
142.391,52.996,56.219,122.007
144.109,54.386,56.781,123.227
147.669,57.600,55.662,120.799
148.944,59.198,55.111,119.603
151.487,61.377,54.025,117.246
152.755,61.957,53.490,116.086
153.487,62.377,54.025,117.246
155.487,62.377,54.025,117.246
156.217,57.791,54.566,118.419
155.944,58.198,55.111,119.603
157.669,54.600,55.662,120.799
158.109,52.386,56.781,123.227
158.109,51.386,56.781,123.227
158.826,48.770,57.349,124.459
160.539,43.148,57.922,125.704
164.539,39.148,57.922,125.704
166.957,36.885,59.087,128.231
168.363,34.596,60.274,130.808
171.757,28.281,61.486,133.437
173.061,27.942,60.877,132.116
172.757,27.281,61.486,133.437
173.139,26.940,62.722,136.119
173.826,25.260,63.349,137.481
175.189,22.878,64.622,140.244
175.866,22.177,65.268,141.646
176.509,25.572,63.982,138.855
177.866,29.177,65.268,141.646
179.539,32.469,65.921,143.063
180.210,36.753,66.580,144.493
182.210,40.753,66.580,144.493
181.866,41.177,65.268,141.646
180.539,39.469,65.921,143.063
176.877,34.031,67.246,145.938
174.541,30.301,67.919,147.398
174.877,32.031,67.246,145.938
172.541,32.301,67.919,147.398
170.858,31.820,69.284,150.360
170.541,33.301,67.919,147.398
162.858,31.820,69.284,150.360
163.858,33.820,69.284,150.360
163.201,30.564,68.598,148.872
160.858,29.820,69.284,150.360
163.201,29.564,68.598,148.872
164.877,30.031,67.246,145.938
166.539,35.469,65.921,143.063
168.189,35.878,64.622,140.244
167.189,33.878,64.622,140.244
169.826,35.260,63.349,137.481
169.189,36.878,64.622,140.244
169.826,40.260,63.349,137.481
171.139,47.940,62.722,136.119
171.757,52.281,61.486,133.437
171.757,53.281,61.486,133.437
171.061,53.942,60.877,132.116
163.757,47.281,61.486,133.437
160.139,42.940,62.722,136.119
157.826,36.260,63.349,137.481
151.450,32.614,62.101,134.772
144.139,25.940,62.722,136.119
144.450,27.614,62.101,134.772
141.450,28.614,62.101,134.772
140.061,30.942,60.877,132.116
135.757,38.281,61.486,133.437
135.061,43.942,60.877,132.116
133.757,48.281,61.486,133.437
135.061,52.942,60.877,132.116
139.661,60.244,59.678,129.513
139.661,53.244,59.678,129.513
140.957,44.885,59.087,128.231
141.539,39.148,57.922,125.704
140.826,29.770,57.349,124.459
140.539,26.148,57.922,125.704
136.109,27.386,56.781,123.227
136.391,29.996,56.219,122.007
136.669,33.600,55.662,120.799
136.217,36.791,54.566,118.419
136.755,40.957,53.490,116.086
136.282,46.101,52.436,113.798
135.755,52.957,53.490,116.086
136.020,56.532,52.961,114.936
134.541,61.664,51.917,112.671
135.053,68.774,50.894,110.451
133.798,75.222,51.403,111.556
134.053,74.774,50.894,110.451
134.798,76.222,51.403,111.556
