73.000,126.000,29.000,23.000
73.000,126.000,29.000,23.000
72.709,125.769,29.583,23.462
74.561,124.652,29.879,23.697
74.561,124.652,29.879,23.697
75.411,124.533,30.178,23.934
75.561,124.652,29.879,23.697
76.411,124.533,30.178,23.934
77.709,123.769,29.583,23.462
78.561,123.652,29.879,23.697
77.561,122.652,29.879,23.697
79.260,123.413,30.479,24.173
79.108,122.293,30.784,24.415
79.108,122.293,30.784,24.415
79.411,121.533,30.178,23.934
79.709,119.769,29.583,23.462
83.000,121.000,29.000,23.000
83.286,121.227,28.429,22.547
83.000,121.000,29.000,23.000
84.286,121.227,28.429,22.547
84.286,121.227,28.429,22.547
84.426,121.338,28.147,22.324
87.566,121.449,27.868,22.103
86.704,121.558,27.593,21.884
86.426,121.338,28.147,22.324
87.704,122.558,27.593,21.884
87.426,122.338,28.147,22.324
88.286,122.227,28.429,22.547
88.286,122.227,28.429,22.547
88.000,123.000,29.000,23.000
89.286,122.227,28.429,22.547
89.286,122.227,28.429,22.547
89.286,122.227,28.429,22.547
90.426,122.338,28.147,22.324
90.286,122.227,28.429,22.547
91.000,122.000,29.000,23.000
91.000,122.000,29.000,23.000
91.000,122.000,29.000,23.000
91.000,123.000,29.000,23.000
91.000,123.000,29.000,23.000
91.286,123.227,28.429,22.547
92.000,124.000,29.000,23.000
92.286,124.227,28.429,22.547
92.144,125.114,28.713,22.772
93.286,125.227,28.429,22.547
93.000,126.000,29.000,23.000
93.286,126.227,28.429,22.547
93.426,126.338,28.147,22.324
93.286,127.227,28.429,22.547
94.426,127.338,28.147,22.324
95.704,127.558,27.593,21.884
95.426,127.338,28.147,22.324
95.426,127.338,28.147,22.324
95.426,127.338,28.147,22.324
94.286,127.227,28.429,22.547
92.144,126.114,28.713,22.772
94.426,125.338,28.147,22.324
97.566,125.449,27.868,22.103
97.426,126.338,28.147,22.324
97.144,125.114,28.713,22.772
96.855,124.885,29.290,23.230
97.000,125.000,29.000,23.000
97.286,125.227,28.429,22.547
97.426,125.338,28.147,22.324
98.286,125.227,28.429,22.547
98.426,125.338,28.147,22.324
98.426,125.338,28.147,22.324
99.286,125.227,28.429,22.547
98.000,125.000,29.000,23.000
99.286,125.227,28.429,22.547
99.286,125.227,28.429,22.547
99.286,125.227,28.429,22.547
100.000,125.000,29.000,23.000
100.000,125.000,29.000,23.000
100.000,125.000,29.000,23.000
100.000,125.000,29.000,23.000
100.286,125.227,28.429,22.547
100.286,125.227,28.429,22.547
100.000,125.000,29.000,23.000
101.000,125.000,29.000,23.000
101.286,125.227,28.429,22.547
101.000,125.000,29.000,23.000
100.709,124.769,29.583,23.462
101.000,125.000,29.000,23.000
101.286,125.227,28.429,22.547
102.000,125.000,29.000,23.000
102.286,125.227,28.429,22.547
102.426,125.338,28.147,22.324
102.286,125.227,28.429,22.547
102.426,125.338,28.147,22.324
102.426,125.338,28.147,22.324
102.286,125.227,28.429,22.547
102.286,125.227,28.429,22.547
102.426,125.338,28.147,22.324
102.286,125.227,28.429,22.547
102.000,125.000,29.000,23.000
102.286,125.227,28.429,22.547
102.286,125.227,28.429,22.547
102.286,125.227,28.429,22.547
103.286,125.227,28.429,22.547
103.286,125.227,28.429,22.547
103.000,125.000,29.000,23.000
103.286,125.227,28.429,22.547
103.426,125.338,28.147,22.324
103.286,125.227,28.429,22.547
103.286,125.227,28.429,22.547
103.426,125.338,28.147,22.324
103.704,125.558,27.593,21.884
103.426,125.338,28.147,22.324
103.286,125.227,28.429,22.547
103.000,125.000,29.000,23.000
103.286,125.227,28.429,22.547
103.426,125.338,28.147,22.324
103.144,125.114,28.713,22.772
103.426,125.338,28.147,22.324
103.704,124.558,27.593,21.884
103.426,124.338,28.147,22.324
103.704,124.558,27.593,21.884
103.426,124.338,28.147,22.324
103.286,124.227,28.429,22.547
103.000,124.000,29.000,23.000
103.000,123.000,29.000,23.000
103.286,123.227,28.429,22.547
