298.000,160.000,48.000,80.000
298.238,164.396,47.525,79.208
298.473,165.788,47.054,78.424
299.936,172.561,46.127,76.878
301.473,172.788,47.054,78.424
303.000,177.000,48.000,80.000
303.518,180.196,48.965,81.608
309.000,181.000,48.000,80.000
308.518,185.196,48.965,81.608
310.026,184.376,49.949,83.248
311.518,172.196,48.965,81.608
311.273,168.788,49.454,82.424
315.518,178.196,48.965,81.608
309.026,171.376,49.949,83.248
310.273,169.788,49.454,82.424
278.760,159.600,48.480,80.800
253.238,141.396,47.525,79.208
249.238,137.396,47.525,79.208
248.000,132.000,48.000,80.000
251.238,131.396,47.525,79.208
250.473,137.788,47.054,78.424
249.238,128.396,47.525,79.208
249.000,138.000,48.000,80.000
249.473,145.788,47.054,78.424
248.706,168.176,46.588,77.647
243.936,149.561,46.127,76.878
249.473,149.788,47.054,78.424
248.473,141.788,47.054,78.424
248.000,133.000,48.000,80.000
248.518,166.196,48.965,81.608
273.760,184.600,48.480,80.800
277.273,196.788,49.454,82.424
271.026,195.376,49.949,83.248
265.776,207.960,50.448,84.081
272.776,198.960,50.448,84.081
276.269,200.115,51.462,85.771
269.776,204.960,50.448,84.081
271.273,200.788,49.454,82.424
249.760,199.600,48.480,80.800
249.000,183.000,48.000,80.000
231.473,177.788,47.054,78.424
214.706,190.176,46.588,77.647
217.238,187.396,47.525,79.208
216.706,184.176,46.588,77.647
208.706,189.176,46.588,77.647
207.706,184.176,46.588,77.647
205.165,165.941,45.670,76.117
211.615,162.691,44.770,74.617
216.165,154.941,45.670,76.117
217.936,137.561,46.127,76.878
220.391,138.318,45.218,75.364
248.391,138.318,45.218,75.364
247.936,139.561,46.127,76.878
249.473,138.788,47.054,78.424
249.706,127.176,46.588,77.647
249.706,137.176,46.588,77.647
249.706,135.176,46.588,77.647
250.936,142.561,46.127,76.878
248.473,153.788,47.054,78.424
249.473,143.788,47.054,78.424
249.238,145.396,47.525,79.208
250.473,169.788,47.054,78.424
251.473,173.788,47.054,78.424
249.238,173.396,47.525,79.208
249.706,159.176,46.588,77.647
250.936,134.561,46.127,76.878
250.473,133.788,47.054,78.424
251.473,116.788,47.054,78.424
251.238,103.396,47.525,79.208
249.473,127.788,47.054,78.424
249.473,132.788,47.054,78.424
249.936,149.561,46.127,76.878
250.391,150.318,45.218,75.364
251.615,143.691,44.770,74.617
252.165,152.941,45.670,76.117
253.391,169.318,45.218,75.364
248.936,165.561,46.127,76.878
248.706,160.176,46.588,77.647
249.165,163.941,45.670,76.117
249.615,159.691,44.770,74.617
221.391,150.318,45.218,75.364
220.936,134.561,46.127,76.878
218.936,144.561,46.127,76.878
220.165,134.941,45.670,76.117
218.936,138.561,46.127,76.878
218.936,126.561,46.127,76.878
220.165,130.941,45.670,76.117
220.165,129.941,45.670,76.117
250.165,107.941,45.670,76.117
249.615,78.691,44.770,74.617
250.165,75.941,45.670,76.117
250.936,73.561,46.127,76.878
252.391,79.318,45.218,75.364
250.936,78.561,46.127,76.878
250.165,71.941,45.670,76.117
250.391,54.318,45.218,75.364
250.836,51.061,44.327,73.879
250.836,55.061,44.327,73.879
250.391,70.318,45.218,75.364
251.391,70.318,45.218,75.364
250.165,68.941,45.670,76.117
250.615,72.691,44.770,74.617
250.615,80.691,44.770,74.617
250.615,73.691,44.770,74.617
249.836,70.061,44.327,73.879
250.615,47.691,44.770,74.617
251.836,53.061,44.327,73.879
250.391,52.318,45.218,75.364
250.836,52.061,44.327,73.879
251.615,60.691,44.770,74.617
250.391,70.318,45.218,75.364
250.165,62.941,45.670,76.117
249.706,67.176,46.588,77.647
250.165,69.941,45.670,76.117
249.706,68.176,46.588,77.647
249.706,71.176,46.588,77.647
249.936,71.561,46.127,76.878
249.936,73.561,46.127,76.878
249.473,62.788,47.054,78.424
249.238,45.396,47.525,79.208
249.473,70.788,47.054,78.424
249.936,72.561,46.127,76.878
249.473,60.788,47.054,78.424
249.000,66.000,48.000,80.000
249.473,65.788,47.054,78.424
249.706,70.176,46.588,77.647
249.706,67.176,46.588,77.647
249.238,52.396,47.525,79.208
249.706,52.176,46.588,77.647
249.936,41.561,46.127,76.878
249.936,43.561,46.127,76.878
